SYMBOL,NAME,EXCHANGE
531889:INTECH,INTEGRATED TECHNOLOGIES LTD.,BSE
531892:KHANDSE,KHANDWALA SECURITIES LTD.,BSE
531893:SAWABUSI,SAWACA BUSINESS MACHINES LTD.,BSE
531898:SANGUI,SANGUINE MEDIA LTD.,BSE
531900:CCLINTER,CCL INTERNATIONAL LTD.,BSE
531904:KARUNACAB,GLOBUS CORPORATION LTD.-$,BSE
531909:SWAGRUHA,SWAGRUHA INFRASTRUCTURE LTD.,BSE
531910:TOHELPH,TOHEAL PHARMACHEM LTD.,BSE
531911:GALAGEX,GALAXY AGRICO EXPORTS LTD.,BSE
531913:GOPAIST,GOPAL IRON &amp; STEELS CO.(GUJARAT) LTD.,BSE
531917:TWINSTAR,Twinstar Industries Limited,BSE
531918:HINDAPL,HINDUSTAN APPLIANCES LTD.,BSE
531919:MUDITFN,MUDIT FINLEASE LTD.,BSE
531921:AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,BSE
531923:DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD.,BSE
531925:SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,BSE
531928:GOLCA,GOLDEN CARPETS LTD.,BSE
531929:INNOCORP,INNOCORP LTD.,BSE
531930:SARTHAKIND,SARTHAK INDUSTRIES LTD.,BSE
531931:SAICAPI,SAI CAPITAL LTD.,BSE
531934:SUPREMETEX,SUPREME TEX MART LTD.,BSE
531936:BLUECHIP,BLUE CHIP INDIA LTD.,BSE
531937:BECKONIN,BECKONS INDUSTRIES LTD.,BSE
531944:SERVOTEC,SERVOTECH ENGINEERING INDUSTRIES LTD.,BSE
531945:SUNITEE,SUNITEE CHEMICALS LTD.,BSE
531950:VERTEX,VERTEX SECURITIES LTD.,BSE
531952:RIBATEX,RIBA TEXTILES LTD.,BSE
531962:SHREMETAL,SHREE METALLOYS LTD.,BSE
531963:UNICRSE,UNIVERSAL CREDIT &amp; SECURITIES LTD.,BSE
531968:IITLPROJ,IITL PROJECTS LIMITED,BSE
531971:HARIGOV,HARI GOVIND INTERNATIONAL LTD.,BSE
531972:TRIDETOOL,TRIDENT TOOLS LTD.,BSE
531977:CHLOGIST,CHARTERED LOGISTICS LTD.,BSE
531978:AMBIKCO,AMBIKA COTTON MILLS LTD.,BSE
531979:HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,BSE
531980:SENINFO,Senthil Infotek Ltd,BSE
531982:SPECFOOD,SPECTRUM FOODS LTD.,BSE
531989:DECPO,DECCAN POLYPACKS LTD.,BSE
531991:AMRAAGRI,AMRAWORLD AGRICO LTD.,BSE
531996:ODYCORP,ODYSSEY CORPORATION LTD.,BSE
532001:INDCTST,INDUCTO STEEL LTD.,BSE
532005:SAMINDUS,SAM INDUSTRIES LTD.,BSE
532007:SHVFL,SHREEVATSAA FINANCE &amp; LEASING LTD.,BSE
532011:POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.,BSE
532015:GRAVITY,GRAVITY (INDIA) LTD.-$,BSE
532016:WELLESLEY,WELLESLEY CORPORATION LTD.,BSE
532021:SENBO,SENBO INDUSTRIES LTD.,BSE
532022:FILATFASH,FILATEX FASHIONS LTD.,BSE
532024:RBGUPTA,R.B.GUPTA FINANCIALS LTD.,BSE
532025:SOWBHAGYA,SOWBHAGYA MEDIA LTD.,BSE
532029:SINDHUTRAD,Sindhu Trade Links Limited,BSE
532033:JAINSTUDIO,JAIN STUDIOS LTD.,BSE
532034:SAFALHBS,Safal Herbs Limited,BSE
532035:UNISTRMU,UNISTAR MULTIMEDIA LTD.,BSE
532038:EMMSONS,EMMSONS INTERNATIONAL LTD.-$,BSE
532039:ZENOTECH,ZENOTECH LABORATORIES LTD.,BSE
532041:HINDBIO,HINDUSTAN BIO SCIENCES LTD.,BSE
532051:SWELECTES,Swelect Energy Systems Limited-$,BSE
532053:WALLFORT,WALLFORT FINANCIAL SERVICES LTD.,BSE
532054:KDDL,KDDL LTD.-$,BSE
532056:ADIEXRE,ADINATH EXIM RESOURCES LTD.,BSE
532057:ABHICAP,ABHINAV CAPITAL SERVICES LTD.,BSE
532067:KILPEST,KILPEST INDIA LTD.,BSE
532070:SUPRBPA,SUPERB PAPERS LTD.,BSE
532072:INTERDIGI,INTERWORLD DIGITAL LTD.-$,BSE
532078:MONNETIN,MONNET INDUSTRIES LTD.,BSE
532081:KSERASERA,KSS Limited-$,BSE
532083:SHKALYN,SHRI KALYAN HOLDINGS LTD.,BSE
532090:VANDANA,VANDANA KNITWEAR LTD.,BSE
532092:SAGARPROD,Sagar Productions Limited,BSE
532097:MUKANDENGG,MUKAND ENGINEERS LTD.,BSE
532100:INDOCITY,INDO-CITY INFOTECH LTD.-$,BSE
532102:SBECSUG,SBEC SUGAR LTD.,BSE
532105:MEGFI,MEGA FIN (INDIA) LTD.,BSE
532106:REIAGROLTD,REI AGRO LTD.,BSE
532113:BRIJLEAS,BRIJLAXMI LEASING &amp; FINANCE LTD.,BSE
532114:AREALTY,ALCHEMIST REALTY LTD.,BSE
532121:DENABANK,DENA BANK,BSE
532123:BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD.,BSE
532124:RELIABVEN,RELIABLE VENTURES INDIA LTD.,BSE
532127:MOBILTEL,MOBILE TELECOMMUNICATIONS LTD.,BSE
532129:HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,BSE
532133:IFGLREFRAC,IFGL REFRACTORIES LTD.,BSE
532134:BANKBARODA,BANK OF BARODA,BSE
532139:GTEIT,G-TECH INFO-TRAINING LTD.,BSE
532140:MOHITE,Mohite Industries Ltd,BSE
532141:ANDHRACEMT,ANDHRA CEMENTS LTD.,BSE
532144:WELCORP,Welspun Corp Limited,BSE
532145:HOTLSILV,H.S.INDIA LTD.,BSE
532149:BANKINDIA,BANK OF INDIA,BSE
532150:INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,BSE
532154:SUNSHINE,SUN AND SHINE WORLDWIDE LTD.,BSE
532155:GAIL,GAIL (INDIA) LTD.,BSE
532156:VAIBHAVGBL,Vaibhav Global Ltd,BSE
532160:GUJSTATFIN,GUJARAT STATE FINANCIAL CORPORATION LTD.,BSE
532162:JKPAPER,JK PAPER LTD.,BSE
532163:SAREGAMA,SAREGAMA INDIA LTD.,BSE
532164:MINOLTAF,MINOLTA FINANCE LTD.,BSE
532166:ALKASEC,ALKA SECURITIES LTD.,BSE
532167:OMKARPH,OMKAR PHARMACHEM LTD.,BSE
532172:SPHEREGSL,Sphere Global Services Ltd.,BSE
532173:CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,BSE
532174:ICICIBANK,ICICI BANK LTD.,BSE
532175:CYIENT,Cyient Limited,BSE
532178:ENGINERSIN,ENGINEERS INDIA LTD.,BSE
532179:CORPBANK,CORPORATION BANK,BSE
532180:DHANBANK,Dhanlaxmi Bank Limited,BSE
532181:GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,BSE
532183:GAYATRI,GAYATRI SUGARS LTD.,BSE
532187:INDUSINDBK,INDUSIND BANK LTD.,BSE
532189:ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,BSE
532191:SBT,STATE BANK OF TRAVANCORE,BSE
532200:MYSOREBANK,STATE BANK OF MYSORE,BSE
532209:J&amp;KBANK,JAMMU &amp; KASHMIR BANK LTD.,BSE
532210:CUB,CITY UNION BANK LTD.,BSE
532212:ARCHIES,ARCHIES LTD.,BSE
532215:AXISBANK,AXIS BANK LTD.,BSE
532216:HBSTOCK,HB STOCKHOLDINGS LTD.,BSE
532217:SIELFNS,SIEL FINANCIAL SERVICES LTD.,BSE
532218:SOUTHBANK,SOUTH INDIAN BANK LTD.,BSE
532219:ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,BSE
532221:SONATSOFTW,SONATA SOFTWARE LTD.,BSE
532230:BENGALT,BENGAL TEA &amp; FABRICS LTD.,BSE
532234:NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,BSE
532240:INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,BSE
532254:POLARIS,Polaris Consulting &amp; Services Limited,BSE
532256:NSIL,NALWA SONS INVESTMENTS LTD.,BSE
532259:APARINDS,APAR INDUSTRIES LTD.,BSE
532262:TCIIND,TCI INDUSTRIES LTD.,BSE
532268:ACCELYA,Accelya Kale Solutions Limitd,BSE
532271:CYBERMAT,CYBERMATE INFOTEK LTD.,BSE
532275:LANDMARC,LANDMARC LEISURE CORPORATION LTD.,BSE
532276:SYNDIBANK,SYNDICATE BANK,BSE
532281:HCLTECH,HCL TECHNOLOGIES LTD.,BSE
532282:CASTEXTECH,Castex Technologies Ltd-$,BSE
532284:TCFCFINQ,TCFC FINANCE LTD.,BSE
532285:GEOJITBNPP,GEOJIT BNP PARIBAS FINANCIAL SERVICES LTD.,BSE
532286:JINDALSTEL,JINDAL STEEL &amp; POWER LTD.,BSE
532287:ENTEGRA,ENTEGRA LTD.,BSE
532290:BLBLIMITED,BLB LTD.,BSE
532293:SOFTTECHGR,SOFTWARE TECHNOLOGY GROUP INTERNATIONAL LTD.,BSE
532296:GLENMARK,GLENMARK PHARMACEUTICALS LTD.,BSE
532300:WOCKPHARMA,WOCKHARDT LTD.,BSE
532301:TATACOFFEE,TATA COFFEE LTD.,BSE
532304:KJMCCORP,KJMC Corporate Advisors (India) Ltd.,BSE
532305:INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,BSE
532307:MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,BSE
532309:AIL,ALSTOM India Ltd,BSE
532310:SHREERAMA,SHREE RAMA MULTI-TECH LTD.,BSE
532312:GEOMETRIC,GEOMETRIC LTD.,BSE
532313:MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,BSE
532316:SKUMAR,S KUMARS.COM LTD.,BSE
532318:GEMINI,GEMINI COMMUNICATION LTD.,BSE
532320:VAARAD,Vaarad Ventures Ltd,BSE
532321:CADILAHC,CADILA HEALTHCARE LTD.,BSE
532322:ELDERPHARM,ELDER PHARMACEUTICALS LTD.,BSE
532323:SHIVACEM,SHIVA CEMENT LTD.,BSE
532324:CINEVISTA,CINEVISTA LTD.,BSE
532326:INTENTECH,INTENSE TECHNOLOGIES LTD.-$,BSE
532329:DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$,BSE
532330:BIOPAC,BIOPAC INDIA CORPORATION LTD.-$,BSE
532331:AJANTPHARM,AJANTA PHARMA LTD.,BSE
532332:CURATECH,CURA TECHNOLOGIES LTD.,BSE
532333:HBPOR,HB PORTFOLIO LTD.,BSE
532334:HBESD,HB ESTATE DEVELOPERS LTD.,BSE
532336:BARONINF,BARON INFOTECH LTD.,BSE
532339:COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,BSE
532340:OMNIAX,OMNI AXS SOFTWARE LTD.,BSE
532341:IZMO,IZMO Limited-$,BSE
532342:COMMEXTECH,Commex Technology Limited,BSE
532343:TVSMOTOR,TVS MOTOR COMPANY LTD.,BSE
532344:SOFTSOL,SOFTSOL INDIA LTD.,BSE
532345:GATI,GATI LTD.,BSE
532346:BLUESTINFO,BLUE STAR INFOTECH LTD.,BSE
532348:SUBEX,SUBEX LTD.,BSE
532349:TCI,TRANSPORT CORPORATION OF INDIA LTD.,BSE
532350:PADMALAYAT,PADMALAYA TELEFILMS LTD.,BSE
532351:AKSHOPTFBR,AKSH OPTIFIBRE LTD.,BSE
532354:VIRGOGLOB,Virgo Global Media Limited,BSE
532355:PICTUREHS,PICTUREHOUSE MEDIA LTD.,BSE
532356:TRIVENI,TRIVENI ENGINEERING &amp; INDUSTRIES LTD.,BSE
532357:MUKTAARTS,MUKTA ARTS LTD.,BSE
532359:HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.,BSE
532362:NAGPI,NAGPUR POWER &amp; INDUSTRIES LTD.,BSE
532363:CTIL,CTIL LTD.,BSE
532364:CYBERSC,CYBERSCAPE MULTIMEDIA LTD.,BSE
532365:DSSL,DYNACONS SYSTEMS &amp; SOLUTIONS LTD.,BSE
532366:PNBGILTS,PNB GILTS LTD.,BSE
532367:KANIKAIN,KANIKA INFOTECH LTD.,BSE
532368:LYCOS,Lycos Internet Limited,BSE
532369:RAMCOIND,RAMCO INDUSTRIES LTD.,BSE
532370:RAMCOSYS,RAMCO SYSTEMS LTD.,BSE
532371:TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,BSE
532372:VIRNICHIQ,VIRINCHI TECHNOLOGIES LTD.,BSE
532373:WEPSOLN,WEP SOLUTIONS LTD.,BSE
532374:STRTECH,STERLITE TECHNOLOGIES LTD.,BSE
532375:TIPSINDLTD*,TIPS INDUSTRIES LTD.,BSE
532376:MRO-TEK,MRO-TEK LTD.,BSE
532378:UNIVARTS,UNIVERSAL ARTS LTD.,BSE
532379:FIRSTOBJ,FIRSTOBJECT TECHNOLOGIES LTD.,BSE
532380:BABA,BABA ARTS LTD.-$,BSE
532382:BALAJITELE,BALAJI TELEFILMS LTD.,BSE
532384:TYCHE,TYCHE INDUSTRIES LTD.,BSE
532386:CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,BSE
532387:PNC,PRITISH NANDY COMMUNICATIONS LTD.,BSE
532388:IOB,INDIAN OVERSEAS BANK,BSE
532389:VALECHAENG,VALECHA ENGINEERING LTD.-$,BSE
532390:TAJGVK,TAJGVK HOTELS &amp; RESORTS LTD.,BSE
532391:OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.,BSE
532392:CREATIVEYE,CREATIVE EYE LTD.,BSE
532395:AXISCADES,AXISCADES Engineering Technologies Ltd,BSE
532397:ARMSPAPER,ARMS PAPER LTD.,BSE
532398:UMESLTD,Usha Martin Education &amp; Solutions Limited,BSE
532400:KPIT,KPIT Technologies Limited,BSE
532401:VIJAYABANK,VIJAYA BANK,BSE
532402:USGTECH,USG TECH SOLUTIONS LTD.,BSE
532403:4THGEN,FOURTH GENERATION INFORMATION SYSTEMS LTD.,BSE
532404:7TEC,SAVEN TECHNOLOGIES LTD.,BSE
532406:AVANTEL,AVANTEL LTD.,BSE
532407:MOSCHIP,MOSCHIP SEMICONDUCTOR TECHNOLOGY LTD.,BSE
532408:MEGASOFT,MEGASOFT LTD.,BSE
532410:TRANSCOR,TRANSCORP INTERNATIONAL LTD.,BSE
532411:VISESHINFO,VISESH INFOTECNICS LTD.,BSE
532413:CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,BSE
532414:IKFTECH,IKF TECHNOLOGIES LTD.,BSE
532416:NEXTMEDIA,NEXT MEDIAWORKS LTD.,BSE
532418:ANDHRABANK,ANDHRA BANK,BSE
532419:SMARTLINK,SMARTLINK NETWORK SYSTEMS LTD.,BSE
532424:GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,BSE
532425:GULCHEM,GULSHAN CHEMFILL LTD.,BSE
532430:BFUTILITIE,BF UTILITIES LTD.-$,BSE
532432:UNITDSPR,UNITED SPIRITS LTD.,BSE
532435:SANINFRA,Sanmit Infra Limited,BSE
532439:GOLDINFRA,GOLDSTONE INFRATECH LTD.,BSE
532440:MPSLTD,MPS LTD.,BSE
532441:RAINBOWDQ,RAINBOW DENIM LTD.,BSE
532443:CERA,CERA SANITARYWARE LTD.,BSE
532444:TSPIRITUAL,T.SPIRITUAL WORLD LTD.,BSE
532454:BHARTIARTL,BHARTI AIRTEL LTD.,BSE
532455:SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,BSE
532456:COMPUAGE,COMPUAGE INFOCOM LTD.,BSE
532457:GULPOLY,GULSHAN POLYOLS LTD.,BSE
532459:AUNDEIND,Aunde India Limited-$,BSE
532460:PONNIERODE,PONNI SUGARS (ERODE) LTD.,BSE
532461:PNB,PUNJAB NATIONAL BANK,BSE
532466:OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,BSE
532467:HAZOOR,HAZOOR MULTI PROJECTS LTD.-$,BSE
532468:KAMAHOLD,Kama Holdings Limited-$,BSE
532470:MPFSL,MATHER &amp; PLATT FIRE SYSTEMS LTD.,BSE
532475:APTECHT,APTECH LTD.,BSE
532477:UNIONBANK,UNION BANK OF INDIA,BSE
532478:UBL,UNITED BREWERIES LTD.-$,BSE
532479:ISMTLTD,ISMT LTD.,BSE
532480:ALBK,ALLAHABAD BANK,BSE
532481:NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,BSE
532482:GRANULES,GRANULES INDIA LTD.-$,BSE
532483:CANBK,CANARA BANK,BSE
532485:BLIL,BALMER LAWRIE INVESTMENTS LTD.,BSE
532486:POKARNA,POKARNA LTD.,BSE
532488:DIVISLAB,DIVI'S LABORATORIES LTD.,BSE
532493:ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,BSE
532497:RADICO,RADICO KHAITAN LTD.,BSE
532498:SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,BSE
532500:MARUTI,MARUTI SUZUKI INDIA LTD.,BSE
532503:RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$,BSE
532504:NAVINFLUOR,Navin Fluorine International Limited-$,BSE
532505:UCOBANK,UCO BANK,BSE
532507:BAGFILMS,B.A.G.FILMS &amp; MEDIA LTD.,BSE
532508:JSL,JINDAL STAINLESS LTD.,BSE
532509:SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,BSE
532511:EXCELCROP,EXCEL CROP CARE LTD.,BSE
532513:TVSELECT,TVS ELECTRONICS LTD.,BSE
532514:IGL,INDRAPRASTHA GAS LTD.,BSE
532515:TVTODAY,TV TODAY NETWORK LTD.,BSE
532518:FLORENCE,Florence Investech Limited-$,BSE
532521:PALRED,Palred Technologies Limited,BSE
532522:PETRONET,PETRONET LNG LTD.,BSE
532523:BIOCON,BIOCON LTD.,BSE
532524:PTC,PTC INDIA LTD.,BSE
532525:MAHABANK,BANK OF MAHARASHTRA,BSE
532526:DISHMAN,DISHMAN PHARMACEUTICALS &amp; CHEMICALS LTD.,BSE
532527:RKFORGE,RAMKRISHNA FORGINGS LTD.,BSE
532528:DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,BSE
532529:NDTV,NEW DELHI TELEVISION LTD.,BSE
532531:STAR,Strides Shasun Ltd,BSE
532532:JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,BSE
532537:LUMAXAUTO,LUMAX AUTOMOTIVE SYSTEMS LTD.,BSE
532538:ULTRACEMCO,ULTRATECH CEMENT LTD.,BSE
532539:MINDAIND,MINDA INDUSTRIES LTD.-$,BSE
532540:TCS,TATA CONSULTANCY SERVICES LTD.,BSE
532541:NIITTECH,NIIT TECHNOLOGIES LTD.,BSE
532543:GULFPETRO,GP Petroleums Limited,BSE
532548:CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,BSE
532553:WELENT,Welspun Enterprises Ltd,BSE
532555:NTPC,NTPC LTD.,BSE
532604:SALSTEEL,S.A.L.STEEL LTD.,BSE
532605:JBMA,JBM AUTO LTD.,BSE
532609:BHARTISHIP,BHARATI SHIPYARD LTD.,BSE
532610:DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,BSE
532612:INDOCO,INDOCO REMEDIES LTD.,BSE
532613:MAXWELL,MAXWELL INDUSTRIES LTD.,BSE
532614:IMPEXFERRO,IMPEX FERRO TECH LTD.,BSE
532616:XCHANGING,XCHANGING SOLUTIONS LTD.,BSE
532617:JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,BSE
532621:MORARJEE,MORARJEE TEXTILES LTD.,BSE
532622:GDL,GATEWAY DISTRIPARKS LTD.,BSE
532623:NRINTER,N.R.INTERNATIONAL LTD.,BSE
532624:JINDALPHOT,JINDAL PHOTO LTD.,BSE
532626:PONDYOXIDE,PONDY OXIDES &amp; CHEMICALS LTD.,BSE
532627:JPPOWER,Jaiprakash Power Ventures Limited,BSE
532628:3IINFOTECH,3I INFOTECH LTD.,BSE
532629:MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,BSE
532630:GOKEX,GOKALDAS EXPORTS LTD.,BSE
532633:ALLSEC,ALLSEC TECHNOLOGIES LTD.,BSE
532636:IIFL,IIFL Holdings Limited,BSE
532637:MANGALAM,MANGALAM DRUGS &amp; ORGANICS LTD.,BSE
532638:SHOPERSTOP,SHOPPERS STOP LTD.,BSE
532640:CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,BSE
532641:NDL,Nandan Denim Limited,BSE
532642:JSWHL,JSW Holdings Limited,BSE
532643:SGFL,SHREE GANESH FORGINGS LTD.,BSE
532644:JKCEMENT,J.K.CEMENT LTD.,BSE
532645:BEEYU,BEEYU OVERSEAS LTD.,BSE
532646:UNIPLY,UNIPLY INDUSTRIES LTD.,BSE
532647:PROVOGE,PROVOGUE (INDIA) LTD.,BSE
532648:YESBANK,YES BANK LTD.,BSE
532649:NECLIFE,NECTAR LIFESCIENCES LTD.,BSE
532650:MSPL,MSP STEEL &amp; POWER LTD.,BSE
532651:SPLIL,SPL INDUSTRIES LTD.,BSE
532652:KTKBANK,KARNATAKA BANK LTD.,BSE
532654:MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,BSE
532656:FACORALL,FACOR ALLOYS LTD.,BSE
532657:FACORSTE,FACOR STEELS LTD.,BSE
532658:EON,EON ELECTRIC LTD.,BSE
532659:IDFC,IDFC LIMITED,BSE
532660:VIVIMEDLAB,VIVIMED LABS LTD.,BSE
532661:RML,RANE (MADRAS) LTD.,BSE
532662:HTMEDIA,HT MEDIA LTD.,BSE
532663:SASKEN,SASKEN COMMUNICATION TECHNOLOGIES LTD.,BSE
532665:RAJVIR,RAJVIR INDUSTRIES LTD.,BSE
532666:FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,BSE
532667:SUZLON,SUZLON ENERGY LTD.,BSE
532668:AURIONPRO,AURIONPRO SOLUTIONS LTD.,BSE
532669:SBTL,SOUTHERN ONLINE BIO TECHNOLOGIES LTD.,BSE
532670:RENUKA,SHREE RENUKA SUGARS LTD.,BSE
532673:KMSUGAR,K.M.SUGAR MILLS LTD.,BSE
532674:BASML,BANNARI AMMAN SPINNING MILLS LTD.,BSE
532676:PBAINFRA,PBA INFRASTRUCTURE LTD.,BSE
532678:BRFL,BOMBAY RAYON FASHIONS LTD.,BSE
532679:STOREONE,Store One Retail India Limited,BSE
532682:ABGSHIP,ABG SHIPYARD LTD.,BSE
532683:AIAENG,AIA ENGINEERING LTD.,BSE
532684:EKC,EVEREST KANTO CYLINDER LTD.,BSE
532686:KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,BSE
532687:REPRO,REPRO INDIA LTD.,BSE
532689:PVR,PVR LTD.,BSE
532690:RAMSARUP,RAMSARUP INDUSTRIES LTD.,BSE
532692:RMCL,RADHA MADHAV CORPORATION LTD.,BSE
532693:PUNJLLOYD,PUNJ LLOYD LTD.,BSE
532694:BARTRONICS,BARTRONICS INDIA LTD.,BSE
532695:CELEBRITY,CELEBRITY FASHIONS LTD.,BSE
532696:EDUCOMP,EDUCOMP SOLUTIONS LTD.,BSE
532698:NITINSPIN,NITIN SPINNERS LTD.,BSE
532699:ROHLTD,ROYAL ORCHID HOTELS LTD.,BSE
532700:ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,BSE
532701:SREESAKHTI,SREE SAKTHI PAPER MILLS LTD.,BSE
532702:GSPL,GUJARAT STATE PETRONET LTD.,BSE
532705:JAGRAN,JAGRAN PRAKASHAN LTD.,BSE
532706:INOXLEISUR,INOX LEISURE LTD.,BSE
532707:DYNPRO,DYNEMIC PRODUCTS LTD.,BSE
532708:GVKPIL,GVK POWER &amp; INFRASTRUCTURE LTD.,BSE
532710:SADBHAV,SADBHAV ENGINEERING LTD.,BSE
532711:SUNILHITEC,SUNIL HITECH ENGINEERS LTD.,BSE
532712:RCOM,RELIANCE COMMUNICATIONS LTD.,BSE
532713:SAKUMA,SAKUMA EXPORTS LTD.,BSE
532714:KEC,KEC INTERNATIONAL LTD.,BSE
532715:GITANJALI,GITANJALI GEMS LTD.,BSE
532716:GILLANDERS,GILLANDERS ARBUTHNOT &amp; CO.LTD.,BSE
532717:INDOTECH,INDO TECH TRANSFORMERS LTD.,BSE
532718:PRATIBHA,PRATIBHA INDUSTRIES LTD.,BSE
532719:BLKASHYAP,B.L.KASHYAP AND SONS LTD.,BSE
532720:M&amp;MFIN,MAHINDRA &amp; MAHINDRA FINANCIAL SERVICES LTD.,BSE
532721:VISASTEEL,VISA STEEL LTD.,BSE
532722:NITCO,NITCO LTD.,BSE
532723:MONNETPRO,MONNET PROJECT DEVELOPERS LTD.,BSE
532725:SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,BSE
532726:GALLANTT,GALLANTT METAL LTD.,BSE
532727:ADHUNIK,ADHUNIK METALIKS LTD.,BSE
532728:MALUPAPER,MALU PAPER MILLS LTD.,BSE
532729:UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,BSE
532730:SGL,STL GLOBAL LTD.,BSE
532731:ROHITFERRO,ROHIT FERRO-TECH LTD.,BSE
532732:KKCL,KEWAL KIRAN CLOTHING LTD.,BSE
532733:SUNTV,SUN TV NETWORK LTD.,BSE
532734:GPIL,GODAWARI POWER &amp; ISPAT LTD.,BSE
532735:RSYSTEMINT,R Systems International Limited,BSE
532737:EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,BSE
532738:TANTIACONS,TANTIA CONSTRUCTIONS LTD.,BSE
532740:LOKESHMACH,LOKESH MACHINES LTD.,BSE
532741:KIL,KAMDHENU ISPAT LTD.,BSE
532742:PAUSHAKLTD,PAUSHAK LTD.,BSE
532744:GTNTEX,GTN TEXTILES LTD.,BSE
532745:INDICAP,Inditrade Capital Limited,BSE
532746:UNITY,UNITY INFRAPROJECTS LTD.,BSE
532748:PFOCUS,PRIME FOCUS LTD.,BSE
532749:ALLCARGO,ALLCARGO LOGISTICS LTD.,BSE
532751:EASUNREYRL,EASUN REYROLLE LTD.,BSE
532754:GMRINFRA,GMR INFRASTRUCTURE LTD.,BSE
532755:TECHM,TECH MAHINDRA LTD.,BSE
532756:MAHINDCIE,Mahindra CIE Automotive Limited,BSE
532757:VOLTAMP,VOLTAMP TRANSFORMERS LTD.,BSE
532759:ATLANTA,ATLANTA LTD.,BSE
532760:DEEPIND,DEEP INDUSTRIES LTD.,BSE
532761:HOVS,HOV SERVICES LTD.,BSE
532762:ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,BSE
532764:GEECEE,GeeCee Ventures Limited,BSE
532765:USHERAGRO,USHER AGRO LTD.,BSE
532766:RICHAIND,RICHA INDUSTRIES LTD.,BSE
532767:GAYAPROJ,GAYATRI PROJECTS LTD.,BSE
532768:FIEMIND,FIEM INDUSTRIES LTD.,BSE
532770:HANUNG,HANUNG TOYS &amp; TEXTILES LTD.,BSE
532771:JHS,JHS SVENDGAARD LABORATORIES LTD.,BSE
532772:DCBBANK,DCB Bank Limited,BSE
532773:GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,BSE
532774:AFL,ACCEL FRONTLINE LTD.,BSE
532775:GTLINFRA,GTL INFRASTRUCTURE LTD.,BSE
532776:SHIVAMAUTO,SHIVAM AUTOTECH LTD.,BSE
532777:NAUKRI,INFO EDGE (INDIA) LTD.,BSE
532778:LITL,LANCO INFRATECH LTD.,BSE
532779:TORNTPOWER,TORRENT POWER LTD.,BSE
532780:PARSVNATH,PARSVNATH DEVELOPERS LTD.,BSE
532782:SUTLEJTEX,SUTLEJ TEXTILES &amp; INDUSTRIES LTD.,BSE
532783:DAAWAT,LT FOODS LTD.,BSE
532784:SOBHA,Sobha Limited,BSE
532785:RUCHIRA,RUCHIRA PAPERS LTD.,BSE
